,Estimate,Std. Error,z value,Pr(>|z|),n,BF,is_sing,conv_error,loopNumber
158,NA,NA,NA,NA,NA,NA,NA,NA,49
(Intercept)185,1.0227,0.4201,2.4343,0.0149,179,NA,N,N,49
correctFrequency.ct185,-3.8598,0.844,-4.5732,0,179,3920.909072,N,N,49
learning.ct185,-0.2099,0.7407,-0.2834,0.7769,179,0.647054127,N,N,49
correctFrequency.ct:learning.ct185,-1.1898,1.4898,-0.7986,0.4245,179,0.593290164,N,N,49
correctFrequencyhigh:learning.ct185,1.9378,1.1736,1.6512,0.0987,179,2.457499864,N,N,49
correctFrequencylow:learning.ct185,-1.8737,1.1441,-1.6378,0.1015,179,0.334377959,N,N,49
(Intercept)186,1.2587,0.3802,3.3109,9.00E-04,159,NA,N,N,49
correctFrequency.ct186,-3.9394,0.7476,-5.2697,0,159,91004.64687,N,N,49
learning.ct186,-1.2755,0.6776,-1.8824,0.0598,159,0.322186711,N,N,49
correctFrequency.ct:learning.ct186,0.7615,1.331,0.5721,0.5673,159,1.070907107,N,N,49
correctFrequencyhigh:learning.ct186,0.385,1.3879,0.2774,0.7815,159,0.884896967,N,N,49
correctFrequencylow:learning.ct186,-0.8048,0.5284,-1.5229,0.1278,159,0.178318431,N,N,49
(Intercept)260,0.531,0.2942,1.805,0.0711,139,NA,N,N,49
correctFrequency.ct260,-3.0257,0.4512,-6.7063,0,139,681288889.2,N,N,49
learning.ct260,-0.0116,0.5778,-0.0201,0.9839,139,0.65152908,N,N,49
correctFrequency.ct:learning.ct260,0.2421,0.8758,0.2764,0.7822,139,0.773223773,N,N,49
correctFrequencyhigh:learning.ct260,-1.6563,1.2093,-1.3696,0.1708,139,0.384384501,N,N,49
correctFrequencylow:learning.ct260,-0.8948,0.584,-1.5322,0.1255,139,0.194843566,N,N,49
(Intercept)358,1.173,0.6157,1.9052,0.0568,119,NA,N,N,49
correctFrequency.ct358,-5.0472,1.2416,-4.0649,0,119,258.5002364,N,N,49
learning.ct358,-0.8286,1.0641,-0.7787,0.4361,119,0.630764148,N,N,49
correctFrequency.ct:learning.ct358,-0.3869,2.167,-0.1785,0.8583,119,0.850782071,N,N,49
correctFrequencyhigh:learning.ct358,-0.1327,0.7132,-0.186,0.8524,119,0.458667813,N,N,49
correctFrequencylow:learning.ct358,0.1094,0.7367,0.1485,0.882,119,0.58813396,N,N,49
(Intercept)458,0.2406,0.3039,0.7916,0.4286,99,NA,N,N,49
correctFrequency.ct458,-4.1449,0.6543,-6.3347,0,99,27997883.96,N,N,49
learning.ct458,0.6624,0.5816,1.1388,0.2548,99,1.529702068,N,N,49
correctFrequency.ct:learning.ct458,3.0913,1.2626,2.4484,0.0143,99,4.813143472,N,N,49
correctFrequencyhigh:learning.ct458,-0.6352,1.5833,-0.4012,0.6883,99,0.669502692,N,N,49
correctFrequencylow:learning.ct458,-1.0221,1.4524,-0.7037,0.4816,99,0.563741694,N,N,49
(Intercept)558,0.8825,0.4002,2.2052,0.0274,79,NA,N,N,49
correctFrequency.ct558,-4.0593,0.6603,-6.1473,0,79,9810078.574,N,N,49
learning.ct558,0.6449,0.7316,0.8815,0.378,79,1.276795109,N,N,49
correctFrequency.ct:learning.ct558,-2.909,1.1575,-2.5132,0.012,79,0.28730801,N,N,49
correctFrequencyhigh:learning.ct558,-0.8833,0.8806,-1.0031,0.3158,79,0.349516388,N,N,49
correctFrequencylow:learning.ct558,2.208,0.8356,2.6423,0.0082,79,11.61774939,N,N,49
(Intercept)658,1.7464,0.8016,2.1785,0.0294,59,NA,N,N,49
correctFrequency.ct658,-6.841,1.4909,-4.5886,0,59,507.1751287,N,N,49
learning.ct658,1.8192,1.3117,1.3869,0.1655,59,1.59028241,N,N,49
correctFrequency.ct:learning.ct658,-2.4051,2.354,-1.0217,0.3069,59,0.680235936,N,N,49
correctFrequencyhigh:learning.ct658,2.0994,1.2287,1.7087,0.0875,59,2.559014489,N,N,49
correctFrequencylow:learning.ct658,-0.8096,0.4806,-1.6843,0.0921,59,0.152937778,N,N,49
(Intercept)758,0.4559,0.3057,1.4912,0.1359,39,NA,N,N,49
correctFrequency.ct758,-3.2768,0.727,-4.5072,0,39,4226.17044,N,N,49
learning.ct758,-0.5936,0.5972,-0.994,0.3202,39,0.407108268,N,N,49
correctFrequency.ct:learning.ct758,-0.7699,1.4325,-0.5375,0.5909,39,0.643528545,N,N,49
correctFrequencyhigh:learning.ct758,3.0217,1.8919,1.5972,0.1102,39,1.941042115,N,N,49
correctFrequencylow:learning.ct758,0.6167,1.6236,0.3798,0.7041,39,0.975946135,N,N,49
(Intercept)858,0.6723,0.3396,1.9795,0.0478,19,NA,N,N,49
correctFrequency.ct858,-3.3081,0.501,-6.6035,0,19,291177783.7,N,N,49
learning.ct858,-0.1612,0.6656,-0.2422,0.8086,19,0.623681257,N,N,49
correctFrequency.ct:learning.ct858,-0.075,0.9675,-0.0775,0.9382,19,0.655529837,N,N,49
correctFrequencyhigh:learning.ct858,-0.2087,1.1348,-0.1839,0.8541,19,0.626285798,N,N,49
correctFrequencylow:learning.ct858,-0.9786,0.672,-1.4562,0.1453,19,0.228259211,N,N,49
159,NA,NA,NA,NA,NA,NA,NA,NA,50
(Intercept)187,0.3699,0.2946,1.2555,0.2093,179,NA,N,N,50
correctFrequency.ct187,-3.1591,0.6354,-4.9716,0,179,35960.86262,N,N,50
learning.ct187,0.2378,0.5747,0.4138,0.679,179,0.858655867,N,N,50
correctFrequency.ct:learning.ct187,-1.1953,1.2446,-0.9604,0.3369,179,0.503093165,N,N,50
correctFrequencyhigh:learning.ct187,-0.1517,0.0012,-130.5949,0,179,NA,N,N,50
correctFrequencylow:learning.ct187,-0.1984,0.0012,-170.7522,0,179,NA,N,N,50
(Intercept)188,0.7688,0.3246,2.3686,0.0179,159,NA,N,N,50
correctFrequency.ct188,-2.5568,0.4818,-5.307,0,159,250102.6087,N,N,50
learning.ct188,-0.1367,0.6367,-0.2148,0.8299,159,0.617108777,N,N,50
correctFrequency.ct:learning.ct188,-1.4308,0.9289,-1.5403,0.1235,159,0.326872555,N,N,50
correctFrequencyhigh:learning.ct188,0.8355,1.002,0.8338,0.4044,159,1.168062602,N,N,50
correctFrequencylow:learning.ct188,-0.3598,0.6565,-0.5481,0.5836,159,0.345904452,N,N,50
(Intercept)261,0.1812,0.4095,0.4424,0.6582,139,NA,N,N,50
correctFrequency.ct261,-3.4312,0.6189,-5.5444,0,139,536114.4777,N,N,50
learning.ct261,-0.4621,0.7993,-0.5781,0.5632,139,0.588985557,N,N,50
correctFrequency.ct:learning.ct261,1.9614,1.202,1.6317,0.1027,139,2.281274494,N,N,50
correctFrequencyhigh:learning.ct261,0.5787,0.9213,0.6281,0.5299,139,0.959706527,N,N,50
correctFrequencylow:learning.ct261,-0.8522,0.6266,-1.36,0.1738,139,0.223168989,N,N,50
(Intercept)359,0.914,0.3164,2.8887,0.0039,119,NA,N,N,50
correctFrequency.ct359,-4.6576,0.8424,-5.5293,0,119,189984.9043,N,N,50
learning.ct359,-1.2562,0.5722,-2.1953,0.0281,119,0.253412853,N,N,50
correctFrequency.ct:learning.ct359,0.339,1.6001,0.2119,0.8322,119,0.923823521,N,N,50
correctFrequencyhigh:learning.ct359,-1.4428,0.9587,-1.505,0.1323,119,0.304238992,N,N,50
correctFrequencylow:learning.ct359,0.5186,1.04,0.4986,0.6181,119,0.916118469,N,N,50
(Intercept)459,0.8564,0.3787,2.2614,0.0237,99,NA,N,N,50
correctFrequency.ct459,-5.1851,0.8365,-6.1982,0,99,4610921.763,N,N,50
learning.ct459,0.8166,0.6767,1.2068,0.2275,99,1.632780063,N,N,50
correctFrequency.ct:learning.ct459,-0.6901,1.5313,-0.4507,0.6522,99,0.686971801,N,N,50
correctFrequencyhigh:learning.ct459,-1.4257,1.0487,-1.3595,0.174,99,0.34590752,N,N,50
correctFrequencylow:learning.ct459,-1.0867,0.9142,-1.1888,0.2345,99,0.332173884,N,N,50
(Intercept)559,0.5819,0.2732,2.1296,0.0332,79,NA,N,N,50
correctFrequency.ct559,-3.9657,0.5126,-7.7369,0,79,4.74E+11,N,N,50
learning.ct559,0.0099,0.5188,0.019,0.9848,79,0.626203014,N,N,50
correctFrequency.ct:learning.ct559,-1.9701,0.971,-2.029,0.0425,79,0.286698604,N,N,50
correctFrequencyhigh:learning.ct559,1.1617,1.243,0.9346,0.35,79,1.319671171,N,N,50
correctFrequencylow:learning.ct559,0.4716,0.7378,0.6391,0.5227,79,0.867368622,N,N,50
(Intercept)659,0.8056,0.3247,2.4809,0.0131,59,NA,N,N,50
correctFrequency.ct659,-3.1286,0.6173,-5.0684,0,59,57950.24402,N,N,50
learning.ct659,0.7166,0.6298,1.1378,0.2552,59,1.538863903,N,N,50
correctFrequency.ct:learning.ct659,-0.1685,1.1939,-0.1412,0.8877,59,0.705125437,N,N,50
correctFrequencyhigh:learning.ct659,0.9949,0.8281,1.2014,0.2296,59,1.559020449,N,N,50
correctFrequencylow:learning.ct659,-0.9752,0.5692,-1.7133,0.0867,59,0.177130003,N,N,50
(Intercept)759,2.2227,0.6604,3.3659,8.00E-04,39,NA,N,N,50
correctFrequency.ct759,-4.9253,1.1677,-4.2177,0,39,478.1917454,N,N,50
learning.ct759,0.4018,1.0567,0.3803,0.7037,39,1.003703944,N,N,50
correctFrequency.ct:learning.ct759,-0.1868,1.7124,-0.1091,0.9131,39,0.820156924,N,N,50
correctFrequencyhigh:learning.ct759,0.8008,1.1077,0.723,0.4697,39,1.10223861,N,N,50
correctFrequencylow:learning.ct759,0.6323,0.5284,1.1967,0.2314,39,1.279540275,N,N,50
(Intercept)859,0.7959,0.3746,2.1248,0.0336,19,NA,N,N,50
correctFrequency.ct859,-3.7747,0.7665,-4.9245,0,19,19598.87548,N,N,50
learning.ct859,-0.7202,0.7147,-1.0078,0.3136,19,0.459722701,N,N,50
correctFrequency.ct:learning.ct859,1.8635,1.4665,1.2707,0.2038,19,1.638605378,N,N,50
correctFrequencyhigh:learning.ct859,0.4952,1.6583,0.2986,0.7652,19,0.94088249,N,N,50
correctFrequencylow:learning.ct859,0.3084,0.9745,0.3165,0.7516,19,0.782913791,N,N,50
(Intercept),0.754,0.1163,6.4819,0,199,NA,N,N,61
correctFrequency.ct,-3.9388,0.222,-17.7403,0,199,4.21E+66,N,N,61
learning.ct,-0.141,0.218,-0.647,0.5177,199,0.205767038,N,N,61
correctFrequency.ct:learning.ct,-0.0033,0.4141,-0.008,0.9936,199,0.372082933,N,N,61
correctFrequencyhigh:learning.ct,-0.1394,0.3426,-0.4069,0.6841,199,0.211027825,N,N,61
correctFrequencylow:learning.ct,-0.1427,0.2524,-0.5653,0.5719,199,0.143149591,N,N,61
(Intercept),0.754,0.1163,6.4819,0,39,NA,N,N,1
correctFrequency.ct,-3.9388,0.222,-17.7403,0,39,4.21E+66,N,N,1
learning.ct,-0.141,0.218,-0.647,0.5177,39,0.205767038,N,N,1
correctFrequency.ct:learning.ct,-0.0033,0.4141,-0.008,0.9936,39,0.372082933,N,N,1
correctFrequencyhigh:learning.ct,-0.1394,0.3426,-0.4069,0.6841,39,0.211027825,N,N,1
correctFrequencylow:learning.ct,-0.1427,0.2524,-0.5653,0.5719,39,0.143149591,N,N,1
(Intercept)1,0.8234,0.3163,2.6033,0.0092,179,NA,N,N,1
correctFrequency.ct1,-4.0748,0.7417,-5.4936,0,179,256933.086,N,N,1
learning.ct1,-0.0418,0.5855,-0.0714,0.9431,179,0.636991029,N,N,1
correctFrequency.ct:learning.ct1,-0.8464,1.4048,-0.6025,0.5468,179,0.620863148,N,N,1
correctFrequencyhigh:learning.ct1,-0.9526,0.8926,-1.0672,0.2859,179,0.343361863,N,N,1
correctFrequencylow:learning.ct1,-1.128,0.4809,-2.3454,0.019,179,0.120948092,N,N,1
(Intercept)2,0.8381,0.427,1.9626,0.0497,159,NA,N,N,1
correctFrequency.ct2,-4.7536,0.966,-4.921,0,159,9343.570018,N,N,1
learning.ct2,0.3775,0.7594,0.4972,0.6191,159,0.999483288,N,N,1
correctFrequency.ct:learning.ct2,0.276,1.7657,0.1563,0.8758,159,0.921012256,N,N,1
correctFrequencyhigh:learning.ct2,0.3814,1.0854,0.3514,0.7253,159,0.843177568,N,N,1
correctFrequencylow:learning.ct2,-0.465,0.7033,-0.6612,0.5085,159,0.344255215,N,N,1
(Intercept)3,0.6671,0.457,1.4597,0.1444,139,NA,N,N,1
correctFrequency.ct3,-3.0497,0.6125,-4.979,0,139,39528.62445,N,N,1
learning.ct3,-0.4011,0.9016,-0.4449,0.6564,139,0.662794319,N,N,1
correctFrequency.ct:learning.ct3,0.5397,1.1919,0.4528,0.6507,139,0.974623916,N,N,1
correctFrequencyhigh:learning.ct3,0.2396,1.2171,0.1968,0.844,139,0.804119575,N,N,1
correctFrequencylow:learning.ct3,0.5155,1.1096,0.4646,0.6422,139,0.917803942,N,N,1
(Intercept)4,0.3386,0.3474,0.9747,0.3297,119,NA,N,N,1
correctFrequency.ct4,-4.25,0.7801,-5.4481,0,119,176252.1926,N,N,1
learning.ct4,-1.3296,0.66,-2.0146,0.0439,119,0.302342953,N,N,1
correctFrequency.ct:learning.ct4,1.5774,1.5118,1.0434,0.2967,119,1.416428471,N,N,1
correctFrequencyhigh:learning.ct4,-0.6709,0.9713,-0.6908,0.4897,119,0.43618976,N,N,1
correctFrequencylow:learning.ct4,-0.1312,1.1802,-0.1112,0.9115,119,0.665580893,N,N,1
(Intercept)5,0.5571,0.277,2.0108,0.0443,99,NA,N,N,1
correctFrequency.ct5,-3.4683,0.5694,-6.0913,0,99,11161612.33,N,N,1
learning.ct5,0.3816,0.5382,0.7091,0.4783,99,1.041596695,N,N,1
correctFrequency.ct:learning.ct5,-1.3442,1.1079,-1.2133,0.225,99,0.422250987,N,N,1
correctFrequencyhigh:learning.ct5,-2.1183,0.7651,-2.7687,0.0056,99,0.164722871,N,N,1
correctFrequencylow:learning.ct5,-0.5409,1.1952,-0.4526,0.6509,99,0.562646464,N,N,1
(Intercept)6,0.6659,0.3905,1.7053,0.0881,79,NA,N,N,1
correctFrequency.ct6,-2.4921,0.7232,-3.4461,6.00E-04,79,119.5694989,N,N,1
learning.ct6,1.5805,0.7455,2.1201,0.034,79,3.692984309,N,N,1
correctFrequency.ct:learning.ct6,0.2249,1.3798,0.163,0.8705,79,0.867971037,N,N,1
correctFrequencyhigh:learning.ct6,1.0537,1.0025,1.0511,0.2932,79,1.406340789,N,N,1
correctFrequencylow:learning.ct6,-0.2905,0.4339,-0.6695,0.5032,79,0.224285616,N,N,1
(Intercept)7,0.3723,0.2869,1.2976,0.1944,59,NA,N,N,1
correctFrequency.ct7,-3.4201,0.4588,-7.4542,0,59,92297537554,N,N,1
learning.ct7,-0.1296,0.5571,-0.2326,0.816,59,0.563707034,N,N,1
correctFrequency.ct:learning.ct7,-0.3553,0.878,-0.4046,0.6857,59,0.516649241,N,N,1
correctFrequencyhigh:learning.ct7,1.4124,1.2221,1.1557,0.2478,59,1.565544437,N,N,1
correctFrequencylow:learning.ct7,1.692,0.5973,2.8326,0.0046,59,21.85556572,N,N,1
(Intercept)8,1.2371,0.23,5.379,0,39,NA,N,N,1
correctFrequency.ct8,-4.2852,0.5533,-7.7446,0,39,3.71E+11,N,N,1
learning.ct8,-1.1001,0.3812,-2.8857,0.0039,39,0.143135542,N,N,1
correctFrequency.ct:learning.ct8,-0.3407,0.9834,-0.3465,0.729,39,0.572441185,N,N,1
correctFrequencyhigh:learning.ct8,0.048,0.826,0.0581,0.9536,39,0.596716086,N,N,1
correctFrequencylow:learning.ct8,-0.3072,0.5689,-0.54,0.5892,39,0.307713498,N,N,1
(Intercept)9,0.6962,0.2455,2.836,0.0046,19,NA,N,N,1
correctFrequency.ct9,-4.7081,0.5664,-8.3117,0,19,2.02E+13,N,N,1
learning.ct9,-0.9654,0.4402,-2.1933,0.0283,19,0.201139185,N,N,1
correctFrequency.ct:learning.ct9,0.5055,1.0529,0.4801,0.6311,19,0.955215984,N,N,1
correctFrequencyhigh:learning.ct9,-0.9297,0.7774,-1.196,0.2317,19,0.289438368,N,N,1
correctFrequencylow:learning.ct9,-1.2704,0.4119,-3.0844,0.002,19,0.083980373,N,N,1
11,NA,NA,NA,NA,NA,NA,NA,NA,2
(Intercept)10,0.9505,0.2791,3.4061,7.00E-04,179,NA,N,N,2
correctFrequency.ct10,-3.2688,0.575,-5.6847,0,179,1273136.429,N,N,2
learning.ct10,-0.2025,0.5352,-0.3783,0.7052,179,0.506612419,N,N,2
correctFrequency.ct:learning.ct10,0.6094,1.1066,0.5507,0.5819,179,1.015045443,N,N,2
correctFrequencyhigh:learning.ct10,-1.2182,0.795,-1.5322,0.1255,179,0.256812171,N,N,2
correctFrequencylow:learning.ct10,-0.7126,0.5566,-1.2803,0.2004,179,0.2075055,N,N,2
(Intercept)11,0.6032,0.3283,1.8372,0.0662,159,NA,N,N,2
correctFrequency.ct11,-4.0459,0.5562,-7.2742,0,159,14915783169,N,N,2
learning.ct11,0.2143,0.6185,0.3464,0.729,159,0.84721722,N,N,2
correctFrequency.ct:learning.ct11,-0.7107,1.03,-0.69,0.4902,159,0.499294516,N,N,2
correctFrequencyhigh:learning.ct11,-0.5072,0.9481,-0.535,0.5927,159,0.463396197,N,N,2
correctFrequencylow:learning.ct11,0.1022,0.5352,0.1909,0.8486,159,0.478287716,N,N,2
(Intercept)21,0.3265,0.2835,1.1517,0.2494,139,NA,N,N,2
correctFrequency.ct21,-3.3967,0.771,-4.4056,0,139,2591.165932,N,N,2
learning.ct21,-0.0291,0.5426,-0.0536,0.9573,139,0.615367776,N,N,2
correctFrequency.ct:learning.ct21,1.4333,1.5095,0.9495,0.3424,139,1.34093747,N,N,2
correctFrequencyhigh:learning.ct21,0.5696,1.0255,0.5555,0.5786,139,0.949062503,N,N,2
correctFrequencylow:learning.ct21,-0.1411,0.4939,-0.2857,0.7751,139,0.318015888,N,N,2
(Intercept)31,0.4566,0.2448,1.8652,0.0621,119,NA,N,N,2
correctFrequency.ct31,-3.0317,0.5369,-5.6466,0,119,1192492.321,N,N,2
learning.ct31,0.2515,0.4807,0.5233,0.6008,119,0.855033349,N,N,2
correctFrequency.ct:learning.ct31,-1.8703,1.0567,-1.7701,0.0767,119,0.334144735,N,N,2
correctFrequencyhigh:learning.ct31,-0.7457,1.1687,-0.6381,0.5234,119,0.508123419,N,N,2
correctFrequencylow:learning.ct31,0.6875,0.6021,1.142,0.2535,119,1.288513212,N,N,2
(Intercept)41,1.9688,0.7258,2.7126,0.0067,99,NA,N,N,2
correctFrequency.ct41,-4.5564,1.2207,-3.7324,2.00E-04,99,115.7118297,N,N,2
learning.ct41,1.1324,1.2931,0.8757,0.3812,99,1.261982709,N,N,2
correctFrequency.ct:learning.ct41,1.275,2.0369,0.626,0.5313,99,1.135002337,N,N,2
correctFrequencyhigh:learning.ct41,1.1867,0.8607,1.3787,0.168,99,1.899272921,N,N,2
correctFrequencylow:learning.ct41,-0.6836,0.5283,-1.294,0.1957,99,0.196612927,N,N,2
(Intercept)51,1.016,0.523,1.9425,0.0521,79,NA,N,N,2
correctFrequency.ct51,-4.1117,0.8668,-4.7437,0,79,6871.821426,N,N,2
learning.ct51,-0.6185,0.9985,-0.6194,0.5357,79,0.64863821,N,N,2
correctFrequency.ct:learning.ct51,-0.6747,1.6322,-0.4134,0.6793,79,0.715794957,N,N,2
correctFrequencyhigh:learning.ct51,0.4949,1.7841,0.2774,0.7815,79,0.946638729,N,N,2
correctFrequencylow:learning.ct51,1.7699,1.4957,1.1833,0.2367,79,1.576720451,N,N,2
(Intercept)61,0.7827,0.3983,1.9649,0.0494,59,NA,N,N,2
correctFrequency.ct61,-5.0638,0.8366,-6.053,0,59,2245966.72,N,N,2
learning.ct61,0.542,0.7028,0.7712,0.4406,59,1.174850145,N,N,2
correctFrequency.ct:learning.ct61,-0.3426,1.4933,-0.2294,0.8185,59,0.744657757,N,N,2
correctFrequencyhigh:learning.ct61,-0.2811,1.3085,-0.2148,0.8299,59,0.665186312,N,N,2
correctFrequencylow:learning.ct61,-0.9558,1.2705,-0.7523,0.4519,59,0.5094217,N,N,2
(Intercept)71,1.1083,0.3965,2.7952,0.0052,39,NA,N,N,2
correctFrequency.ct71,-4.625,0.728,-6.3528,0,39,20095707.95,N,N,2
learning.ct71,-0.5158,0.7408,-0.6963,0.4863,39,0.535586164,N,N,2
correctFrequency.ct:learning.ct71,-0.4442,1.3456,-0.3301,0.7413,39,0.682003504,N,N,2
correctFrequencyhigh:learning.ct71,0.7133,1.3353,0.5342,0.5932,39,1.018216562,N,N,2
correctFrequencylow:learning.ct71,0.3707,0.5673,0.6534,0.5135,39,0.744697681,N,N,2
(Intercept)81,0.7865,0.2799,2.8098,0.005,19,NA,N,N,2
correctFrequency.ct81,-3.9319,0.6901,-5.6974,0,19,849351.6223,N,N,2
learning.ct81,-1.7175,0.5259,-3.2661,0.0011,19,0.1747726,N,N,2
correctFrequency.ct:learning.ct81,0.1054,1.3371,0.0788,0.9372,19,0.823903529,N,N,2
correctFrequencyhigh:learning.ct81,-0.2937,0.9469,-0.3102,0.7564,19,0.522213552,N,N,2
correctFrequencylow:learning.ct81,-0.7379,1.052,-0.7014,0.483,19,0.459452928,N,N,2
12,NA,NA,NA,NA,NA,NA,NA,NA,3
(Intercept)12,1.6851,0.5117,3.2931,0.001,179,NA,N,N,3
correctFrequency.ct12,-4.9055,1.1391,-4.3066,0,179,670.9660786,N,N,3
learning.ct12,-2.1362,0.8586,-2.4881,0.0128,179,0.325329161,N,N,3
correctFrequency.ct:learning.ct12,2.2928,1.9889,1.1528,0.249,179,1.433946796,N,N,3
correctFrequencyhigh:learning.ct12,-1.7702,1.0806,-1.6381,0.1014,179,0.319415536,N,N,3
correctFrequencylow:learning.ct12,-1.6648,0.5288,-3.1481,0.0016,179,0.104882322,N,N,3
(Intercept)13,0.7755,0.4815,1.6105,0.1073,159,NA,N,N,3
correctFrequency.ct13,-4.5248,0.8723,-5.1873,0,159,38586.24607,N,N,3
learning.ct13,-0.1869,0.8823,-0.2118,0.8323,159,0.726263722,N,N,3
correctFrequency.ct:learning.ct13,-0.4644,1.5632,-0.2971,0.7664,159,0.736905558,N,N,3
correctFrequencyhigh:learning.ct13,-3.2826,1.75,-1.8758,0.0607,159,0.424063065,N,N,3
correctFrequencylow:learning.ct13,-0.9898,0.6241,-1.5858,0.1128,159,0.202617873,N,N,3
(Intercept)22,-0.0946,0.1889,-0.501,0.6164,139,NA,N,N,3
correctFrequency.ct22,-3.7281,0.5971,-6.2437,0,139,22791165.51,N,N,3
learning.ct22,0.0805,0.3584,0.2245,0.8223,139,0.563605875,N,N,3
correctFrequency.ct:learning.ct22,-2.8241,1.1746,-2.4043,0.0162,139,0.299650386,N,N,3
correctFrequencyhigh:learning.ct22,0.0453,1.3737,0.033,0.9737,139,0.772199095,N,N,3
correctFrequencylow:learning.ct22,-0.4191,0.9435,-0.4442,0.6569,139,0.484287113,N,N,3
(Intercept)32,1.0362,0.4446,2.3306,0.0198,119,NA,N,N,3
correctFrequency.ct32,-4.3304,0.7057,-6.1363,0,119,7247751.015,N,N,3
learning.ct32,-0.0451,0.8173,-0.0552,0.956,119,0.757422513,N,N,3
correctFrequency.ct:learning.ct32,0.6721,1.2296,0.5467,0.5846,119,1.038933601,N,N,3
correctFrequencyhigh:learning.ct32,1.4925,0.6881,2.1692,0.0301,119,5.642100896,N,N,3
correctFrequencylow:learning.ct32,-1.3316,0.6879,-1.9358,0.0529,119,0.194211785,N,N,3
(Intercept)42,0.6624,0.3078,2.1517,0.0314,99,NA,N,N,3
correctFrequency.ct42,-3.0462,0.4384,-6.9491,0,99,3385805074,N,N,3
learning.ct42,0.8743,0.5994,1.4585,0.1447,99,2.069022838,N,N,3
correctFrequency.ct:learning.ct42,-2.2021,0.8343,-2.6394,0.0083,99,0.209235582,N,N,3
correctFrequencyhigh:learning.ct42,-0.3812,1.0741,-0.3549,0.7227,99,0.553379555,N,N,3
correctFrequencylow:learning.ct42,0.291,0.9684,0.3005,0.7638,99,0.771909813,N,N,3
(Intercept)52,1.4394,0.3974,3.6217,3.00E-04,79,NA,N,N,3
correctFrequency.ct52,-3.7367,0.7305,-5.1155,0,79,49490.0618,N,N,3
learning.ct52,-0.7681,0.7068,-1.0867,0.2772,79,0.442108606,N,N,3
correctFrequency.ct:learning.ct52,-1.067,1.2693,-0.8406,0.4006,79,0.533720457,N,N,3
correctFrequencyhigh:learning.ct52,1.9753,0.7392,2.6723,0.0075,79,13.60397281,N,N,3
correctFrequencylow:learning.ct52,-0.2268,0.7214,-0.3144,0.7532,79,0.427501938,N,N,3
(Intercept)62,0.4495,0.2596,1.7317,0.0833,59,NA,N,N,3
correctFrequency.ct62,-4.1443,0.4865,-8.5194,0,59,2.02E+14,N,N,3
learning.ct62,0.7363,0.4983,1.4775,0.1395,59,2.125427422,N,N,3
correctFrequency.ct:learning.ct62,0.9296,0.9296,1.0001,0.3173,59,1.360303852,N,N,3
correctFrequencyhigh:learning.ct62,-0.2346,1.2932,-0.1814,0.856,59,0.672464908,N,N,3
correctFrequencylow:learning.ct62,-1.3016,0.3619,-3.5967,3.00E-04,59,0.065226686,N,N,3
(Intercept)72,0.1546,0.2496,0.6193,0.5357,39,NA,N,N,3
correctFrequency.ct72,-4.0638,0.6046,-6.7213,0,39,343426632.5,N,N,3
learning.ct72,-0.0979,0.4831,-0.2026,0.8395,39,0.521797929,N,N,3
correctFrequency.ct:learning.ct72,0.8629,1.1841,0.7287,0.4662,39,1.156519023,N,N,3
correctFrequencyhigh:learning.ct72,0.2714,0.523,0.519,0.6038,39,0.619650474,N,N,3
correctFrequencylow:learning.ct72,1.2011,0.8095,1.4837,0.1379,39,2.124910557,N,N,3
(Intercept)82,0.6085,0.3416,1.7816,0.0748,19,NA,N,N,3
correctFrequency.ct82,-3.1046,0.6576,-4.7213,0,19,11725.64969,N,N,3
learning.ct82,-0.986,0.6709,-1.4697,0.1416,19,0.368283615,N,N,3
correctFrequency.ct:learning.ct82,0.8153,1.2938,0.6302,0.5286,19,1.102764134,N,N,3
correctFrequencyhigh:learning.ct82,-0.5293,0.9552,-0.5541,0.5795,19,0.461311876,N,N,3
correctFrequencylow:learning.ct82,0.3336,0.5056,0.6597,0.5095,19,0.689742922,N,N,3
13,NA,NA,NA,NA,NA,NA,NA,NA,4
(Intercept)14,0.2796,0.2411,1.1597,0.2462,179,NA,N,N,4
correctFrequency.ct14,-3.9832,0.5791,-6.8787,0,179,1036394106,N,N,4
learning.ct14,0.076,0.4621,0.1645,0.8693,179,0.641517747,N,N,4
correctFrequency.ct:learning.ct14,0.3818,1.1269,0.3388,0.7347,179,0.894864219,N,N,4
correctFrequencyhigh:learning.ct14,-1.3937,1.0517,-1.3252,0.1851,179,0.351349952,N,N,4
correctFrequencylow:learning.ct14,-0.5783,0.7941,-0.7283,0.4664,179,0.366958874,N,N,4
(Intercept)15,1.3303,0.4571,2.9103,0.0036,159,NA,N,N,4
correctFrequency.ct15,-4.102,0.7641,-5.368,0,159,132122.6437,N,N,4
learning.ct15,0.5443,0.8359,0.6511,0.515,159,1.118038031,N,N,4
correctFrequency.ct:learning.ct15,-3.0384,1.3402,-2.2672,0.0234,159,0.345409805,N,N,4
correctFrequencyhigh:learning.ct15,-0.1149,0.8384,-0.137,0.891,159,0.531913063,N,N,4
correctFrequencylow:learning.ct15,0.2669,0.5997,0.4451,0.6562,159,0.642073746,N,N,4
(Intercept)23,0.9953,0.4419,2.2523,0.0243,139,NA,N,N,4
correctFrequency.ct23,-5.6555,1.0199,-5.5451,0,139,83764.15783,N,N,4
learning.ct23,-0.8391,0.7025,-1.1944,0.2323,139,0.422144704,N,N,4
